Set,Instance,W,H,n,density,|E_d|,|I_in|,|I_out|,UB0-KP,UB0-LS,UB0,LB0,UB,LB,Gap0,Gap,Opt0,Opt,Nodes',Nodes,#OPP,#EOPP,Time-OPP,Time-EOPP,Time-UB0-KP,Time-UB0-LS,Time-LB0,Time-Red,Time
UW,uw3_1,700,650,35,0.1,59,0,0,4444,3686,3686,3411,3481,3481,0.07460661964188822,0.0,0,1,2686,2686,0,0,0.0,0.0,0.006,0.0,0.001,0.0,1.314
UW,uw3_2,700,650,35,0.17,101,0,0,4444,3549,3549,3126,3222,3222,0.11918850380388842,0.0,0,1,1541,1541,0,0,0.0,0.0,0.007,0.0,0.001,0.0,1.016
UW,uw3_3,700,650,35,0.25,148,0,0,4444,3635,3635,3297,3297,3297,0.09298486932599725,0.0,0,1,588,588,0,0,0.0,0.0,0.006,0.0,0.0,0.0,0.629
UW,uw4_1,1245,1015,45,0.1,99,0,0,6307,5888,5888,5140,5594,5594,0.12703804347826086,0.0,0,1,19500,19500,0,0,0.0,0.0,0.026,0.0,0.006,0.0,29.092
UW,uw4_2,1245,1015,45,0.17,168,0,0,6307,6109,6109,5432,5634,5634,0.1108201014896055,0.0,0,1,64606,64606,0,0,0.0,0.0,0.025,0.0,0.002,0.0,56.824
UW,uw4_3,1245,1015,45,0.25,247,0,0,6307,4940,4940,4314,4522,4522,0.12672064777327935,0.0,0,1,19666,19666,0,0,0.0,0.0,0.025,0.001,0.002,0.0,25.799
UW,uw5_1,1100,1450,35,0.1,59,0,0,5232,4682,4682,4291,4291,4291,0.08351131994873985,0.0,0,1,1587,1587,0,0,0.0,0.0,0.026,0.001,0.001,0.0,1.151
UW,uw5_2,1100,1450,35,0.17,101,0,0,5232,4501,4501,4217,4217,4217,0.06309708953565875,0.0,0,1,497,497,0,0,0.0,0.0,0.024,0.0,0.001,0.0,0.76
UW,uw5_3,1100,1450,35,0.25,148,0,0,5232,3909,3909,3667,3701,3701,0.06190841647480174,0.0,0,1,1164,1164,0,0,0.0,0.0,0.025,0.0,0.001,0.0,0.895
UW,uw6_1,1750,1542,47,0.1,108,0,0,5480,5241,5241,4847,5040,5040,0.07517649303568022,0.0,0,1,2182,2182,0,0,0.0,0.0,0.055,0.0,0.003,0.0,5.248
UW,uw6_2,1750,1542,47,0.17,183,0,0,5480,5132,5132,4656,4708,4708,0.09275136399064692,0.0,0,1,1442,1442,0,0,0.0,0.0,0.052,0.0,0.001,0.0,4.302
UW,uw6_3,1750,1542,47,0.25,270,0,0,5480,4688,4688,4195,4229,4229,0.10516211604095563,0.0,0,1,7007,7007,0,0,0.0,0.0,0.081,0.0,0.002,0.0,8.887
UW,uw7_1,2250,1875,50,0.1,122,0,0,6688,5963,5963,5502,5648,5648,0.07731007881938622,0.0,0,1,2332,2332,0,0,0.0,0.0,0.096,0.0,0.002,0.0,5.091
UW,uw7_2,2250,1875,50,0.17,208,0,0,6688,5606,5606,4975,5305,5305,0.11255797359971459,0.0,0,1,2624,2624,0,0,0.0,0.0,0.139,0.0,0.003,0.0,4.818
UW,uw7_3,2250,1875,50,0.25,306,0,0,6688,5288,5288,4945,4989,4989,0.06486384266263237,0.0,0,1,7409,7409,0,0,0.0,0.0,0.097,0.0,0.001,0.0,11.401
UW,uw8_1,2645,2763,55,0.1,148,0,0,6165,5867,5867,5359,5600,5600,0.08658598943241862,0.0,0,1,56661,56661,0,0,0.0,0.0,0.232,0.0,0.002,0.0,69.966
UW,uw8_2,2645,2763,55,0.17,252,0,0,6165,4991,4991,4699,4750,4750,0.05850530955720296,0.0,0,1,18521,18521,0,0,0.0,0.0,0.216,0.0,0.002,0.0,28.637
UW,uw8_3,2645,2763,55,0.25,371,0,0,6165,4743,4743,4396,4396,4396,0.07316044697448872,0.0,0,1,11783,11783,0,0,0.0,0.0,0.218,0.0,0.001,0.0,22.587
UW,uw9_1,3000,3250,45,0.1,99,0,0,4881,4434,4434,4007,4113,4113,0.09630130807397384,0.0,0,1,2611,2611,0,0,0.0,0.0,0.231,0.0,0.003,0.0,5.404
UW,uw9_2,3000,3250,45,0.17,168,0,0,4881,4688,4688,3995,4198,4198,0.14782423208191126,0.0,0,1,1329,1329,0,0,0.0,0.0,0.258,0.001,0.004,0.0,4.668
UW,uw9_3,3000,3250,45,0.25,247,0,0,4881,3938,3938,3453,3694,3694,0.12315896394108684,0.0,0,1,1799,1799,0,0,0.0,0.0,0.249,0.0,0.002,0.0,4.889
UW,uw10_1,3500,3650,60,0.1,177,0,0,6471,6134,6134,5446,5680,5680,0.11216172155200521,0.0,0,1,89966,89966,0,0,0.0,0.0,0.419,0.0,0.008,0.0,39.133
UW,uw10_2,3500,3650,60,0.17,300,0,0,6471,5625,5625,4839,5201,5201,0.13973333333333332,0.0,0,1,68262,68262,0,0,0.0,0.0,0.397,0.001,0.009,0.0,93.887
UW,uw10_3,3500,3650,60,0.25,442,0,0,6471,5162,5162,4515,4717,4717,0.12533901588531576,0.0,0,1,53122,53122,0,0,0.0,0.0,0.45,0.0,0.003,0.0,74.998
UW,uw11_1,555,632,30,0.1,43,0,0,6987,5786,5786,5207,5545,5545,0.10006913238852402,0.0,0,1,795444,795444,0,0,0.0,0.0,0.005,0.001,0.003,0.0,1057.369
UW,uw11_2,555,632,30,0.17,73,0,0,6987,5717,5717,5267,5452,5452,0.07871261150953297,0.0,0,1,1302248,1302248,0,0,0.0,0.0,0.005,0.001,0.001,0.0,1133.145
UW,uw11_3,555,632,30,0.25,108,0,0,6987,5175,5175,4655,5015,5015,0.10048309178743961,0.0,0,1,181815,181815,0,0,0.0,0.0,0.005,0.001,0.001,0.0,184.018
