Set,Instance,W,H,n,density,|E_d|,|I_in|,|I_out|,UB0-KP,UB0-LS,UB0,LB0,UB,LB,Gap0,Gap,Opt0,Opt,Nodes',Nodes,#OPP,#EOPP,Time-OPP,Time-EOPP,Time-UB0-KP,Time-UB0-LS,Time-LB0,Time-Red,Time
GCUT,gcut3_1,250,250,30,0.1,43,0,2,62486,62380,62380,60080,60080,60080,0.036870792,0,0,1,593,593,0,0,0,0,0,0,0.013,0,0.183
GCUT,gcut3_2,250,250,30,0.17,73,0,2,62486,62285,62285,59827,59827,59827,0.039463755,0,0,1,422,422,0,0,0,0,0,0,0,0,0.17
GCUT,gcut3_3,250,250,30,0.25,108,0,2,62486,62183,62183,59390,59390,59390,0.044915813,0,0,1,202,202,0,0,0,0,0,0,0,0,0.175
GCUT,gcut4_1,250,250,50,0.1,122,0,0,62500,62499,62499,60877,61380,61380,0.025952415,0,0,1,5467,5473,0,0,0,0,0,0.016,0.159,0,3.481
GCUT,gcut4_2,250,250,50,0.17,208,0,0,62500,62494,62494,60942,60942,60942,0.024834384,0,0,1,2382,2384,0,0,0,0,0,0.016,0.063,0,2.018
GCUT,gcut4_3,250,250,50,0.25,306,0,0,62500,62485,62485,60388,60388,60388,0.033560054,0,0,1,2599,2600,0,0,0,0,0,0.005,0.028,0,1.651
GCUT,gcut5_1,500,500,10,0.1,4,0,1,235223,233907,233907,192907,195582,195582,0.175283339,0,0,1,0,0,0,0,0,0,0.015,0,0,0,0.031
GCUT,gcut5_2,500,500,10,0.17,7,0,1,235223,228247,228247,192907,192907,192907,0.154832265,0,0,1,0,0,0,0,0,0,0,0,0,0,0.024
GCUT,gcut5_3,500,500,10,0.25,11,0,0,235223,227717,227717,181982,181982,181982,0.200841395,0,0,1,0,0,0,0,0,0,0.009,0,0,0,0.015
GCUT,gcut6_1,500,500,20,0.1,19,0,2,246008,245348,245348,236305,236305,236305,0.036857851,0,0,1,69,69,0,0,0,0,0,0,0,0,0.032
GCUT,gcut6_2,500,500,20,0.17,32,0,1,246008,244641,244641,227555,227555,227555,0.069841114,0,0,1,28,28,0,0,0,0,0.002,0,0,0,0.056
GCUT,gcut6_3,500,500,20,0.25,47,0,1,246008,245079,245079,225229,225229,225229,0.080994292,0,0,1,24,24,0,0,0,0,0,0,0,0,0.063
GCUT,gcut7_1,500,500,30,0.1,43,0,2,248672,248672,248672,236483,236483,236483,0.049016375,0,0,1,3,3,0,0,0,0,0,0,0.016,0,0.114
GCUT,gcut7_2,500,500,30,0.17,73,0,2,248672,247919,247919,240143,240143,240143,0.031365083,0,0,1,0,0,0,0,0,0,0.016,0,0,0,0.069
GCUT,gcut7_3,500,500,30,0.25,108,0,2,248672,248274,248274,234804,234804,234804,0.054254574,0,0,1,0,0,0,0,0,0,0.003,0,0,0,0.081
GCUT,gcut8_1,500,500,50,0.1,122,0,3,249999,249996,249996,245758,245758,245758,0.016952271,0,0,1,1491,1492,0,0,0,0,0,0,0.174,0,1.052
GCUT,gcut8_2,500,500,50,0.17,208,0,1,249999,249932,249932,243805,243917,243917,0.024514668,0,0,1,1922,1922,0,0,0,0,0.01,0,0.063,0,1.222
GCUT,gcut8_3,500,500,50,0.25,306,0,1,249999,249825,249825,239914,243838,243838,0.03967177,0,0,1,1514,1515,0,0,0,0,0.011,0,0.02,0,0.935
GCUT,gcut9_1,1000,1000,10,0.1,4,0,2,954256,953493,953493,924503,924503,924503,0.030403999,0,0,1,0,0,0,0,0,0,0,0,0,0,0.032
GCUT,gcut9_2,1000,1000,10,0.17,7,0,2,954256,854902,854902,835406,835406,835406,0.022804953,0,0,1,0,0,0,0,0,0,0,0,0,0,0.016
GCUT,gcut9_3,1000,1000,10,0.25,11,0,0,954256,868628,868628,791648,819514,819514,0.088622517,0,0,1,0,0,0,0,0,0,0.016,0,0,0,0.032
GCUT,gcut10_1,1000,1000,20,0.1,19,0,3,990829,976757,976757,937349,937349,937349,0.040345756,0,0,1,0,1,0,0,0,0,0.016,0,0,0,0.064
GCUT,gcut10_2,1000,1000,20,0.17,32,0,1,990829,984065,984065,909303,937349,937349,0.075972624,0,0,1,0,1,0,0,0,0,0.015,0,0,0,0.063
GCUT,gcut10_3,1000,1000,20,0.25,47,0,1,990829,970563,970563,877079,899316,899316,0.096319353,0,0,1,1,1,0,0,0,0,0.017,0,0,0,0.096
GCUT,gcut11_1,1000,1000,30,0.1,43,0,1,996440,992304,992304,951831,951831,951831,0.040786896,0,0,1,332,332,0,0,0,0,0.016,0,0,0,0.223
GCUT,gcut11_2,1000,1000,30,0.17,73,0,1,996440,991753,991753,945839,957270,957270,0.046295801,0,0,1,180,181,0,0,0,0,0.016,0,0,0,0.222
GCUT,gcut11_3,1000,1000,30,0.25,108,0,1,996440,984620,984620,935962,957270,957270,0.04941805,0,0,1,338,338,0,0,0,0,0.015,0,0,0,0.189
GCUT,gcut12_1,1000,1000,50,0.1,122,0,0,999958,998852,998852,976877,976877,976877,0.022000256,0,0,1,854,855,0,0,0,0,0.016,0,0.031,0,0.839
GCUT,gcut12_2,1000,1000,50,0.17,208,0,0,999958,998724,998724,964648,964648,964648,0.034119537,0,0,1,747,748,0,0,0,0,0.016,0,0.015,0,0.885
GCUT,gcut12_3,1000,1000,50,0.25,306,0,0,999958,998809,998809,964648,964648,964648,0.034201734,0,0,1,737,739,0,0,0,0,0.016,0,0.016,0,0.869
GCUT,gcut13_1,3000,3000,32,0.1,49,0,0,9000000,8690790,8690790,7823040,8671447,8403256,0.099847079,0.030928056,0,0,167987,307420,40,27,307.285,306.803,0.177,0.014,0.079,0.002,1207.681
GCUT,gcut13_2,3000,3000,32,0.17,84,0,0,9000000,7712154,7712154,7553800,7712154,7712154,0.020533044,0,0,1,113,186,0,0,0,0,0.157,0,0,0,22.436
GCUT,gcut13_3,3000,3000,32,0.25,124,0,0,9000000,5064537,5064537,5064537,5064537,5064537,0,0,1,1,0,0,0,0,0,0,0.165,0,0,0,0.165
M,m1_1,100,156,10,0.1,4,0,0,15048,14840,14840,12728,13899,13899,0.142318059,0,0,1,0,0,0,0,0,0,0,0,0,0.006,0.03
M,m1_2,100,156,10,0.17,7,0,0,15048,14840,14840,12728,13061,13061,0.142318059,0,0,1,11,11,0,0,0,0,0,0,0,0.013,0.046
M,m1_3,100,156,10,0.25,11,0,0,15048,13384,13384,13384,13384,13384,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
M,m2_1,253,294,10,0.1,4,0,0,71325,69716,69716,62169,62169,62169,0.108253486,0,0,1,96,96,0,0,0,0,0,0,0,0.034,0.056
M,m2_2,253,294,10,0.17,7,0,0,71325,54434,54434,54434,54434,54434,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
M,m2_3,253,294,10,0.25,11,0,0,71325,52777,52777,44923,52777,52777,0.148814825,0,0,1,0,1,0,0,0,0,0,0,0,0,0.019
M,m3_1,318,473,10,0.1,4,0,0,144292,134674,134674,127418,133085,133085,0.053878254,0,0,1,42,42,0,0,0,0,0,0,0,0,0.026
M,m3_2,318,473,10,0.17,7,0,0,144292,133802,133802,121181,133802,133802,0.094325944,0,0,1,0,1,0,0,0,0,0,0,0,0,0.01
M,m3_3,318,473,10,0.25,11,0,0,144292,108619,108619,108619,108619,108619,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
M,m4_1,501,556,10,0.1,4,0,0,265580,257811,257811,233361,233361,233361,0.094836915,0,0,1,0,0,0,0,0,0,0,0,0,0,0.027
M,m4_2,501,556,10,0.17,7,0,0,265580,250381,250381,220120,220120,220120,0.12085981,0,0,1,0,0,0,0,0,0,0,0,0,0,0.036
M,m4_3,501,556,10,0.25,11,0,0,265580,238934,238934,238934,238934,238934,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
M,m5_1,750,806,10,0.1,4,0,0,582356,576905,576905,495680,538994,538994,0.140794412,0,0,1,0,0,0,0,0,0,0.016,0,0,0,0.059
M,m5_2,750,806,10,0.17,7,0,0,582356,576905,576905,495680,508345,508345,0.140794412,0,0,1,17,17,0,0,0,0,0.006,0,0,0,0.062
M,m5_3,750,806,10,0.25,11,0,0,582356,520844,520844,520844,520844,520844,0,0,1,1,0,0,0,0,0,0,0.013,0,0,0,0.013
MW,mw1_1,100,156,10,0.1,4,0,0,3486,3466,3466,2968,3240,3240,0.143681477,0,0,1,0,0,0,0,0,0,0,0,0,0,0.029
MW,mw1_2,100,156,10,0.17,7,0,0,3486,3405,3405,2919,2948,2948,0.142731278,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03
MW,mw1_3,100,156,10,0.25,11,0,0,3486,3039,3039,3039,3039,3039,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
MW,mw2_1,253,294,10,0.1,4,0,0,17420,16740,16740,15433,15433,15433,0.078076464,0,0,1,89,89,0,0,0,0,0,0,0,0.006,0.026
MW,mw2_2,253,294,10,0.17,7,0,1,17420,13074,13074,12397,13074,13074,0.051782163,0,0,1,0,1,0,0,0,0,0,0,0,0.011,0.018
MW,mw2_3,253,294,10,0.25,11,0,0,17420,12813,12813,11164,12813,12813,0.128697417,0,0,1,0,1,0,0,0,0,0,0,0,0.011,0.019
MW,mw3_1,318,473,10,0.1,4,0,0,32653,30990,30990,30359,30359,30359,0.020361407,0,0,1,0,0,0,0,0,0,0,0,0,0,0.015
MW,mw3_2,318,473,10,0.17,7,0,0,32653,30847,30847,27629,29899,29899,0.104321328,0,0,1,0,0,0,0,0,0,0,0,0,0,0.023
MW,mw3_3,318,473,10,0.25,11,0,0,32653,25317,25317,25317,25317,25317,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
MW,mw4_1,501,556,10,0.1,4,0,0,52420,49835,49835,44171,48732,48732,0.113655062,0,0,1,0,0,0,0,0,0,0,0,0,0,0.024
MW,mw4_2,501,556,10,0.17,7,0,0,52420,50255,50255,43158,45415,45415,0.141219779,0,0,1,3,3,0,0,0,0,0,0,0,0,0.045
MW,mw4_3,501,556,10,0.25,11,0,0,52420,46458,46458,46458,46458,46458,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
MW,mw5_1,750,806,10,0.1,4,0,0,156868,155075,155075,133339,143961,143961,0.140164437,0,0,1,0,0,0,0,0,0,0,0,0,0,0.053
MW,mw5_2,750,806,10,0.17,7,0,0,156868,155075,155075,126990,126990,126990,0.181105916,0,0,1,73,73,0,0,0,0,0.006,0,0,0,0.056
MW,mw5_3,750,806,10,0.25,11,0,0,156868,126304,126304,126304,126304,126304,0,0,1,1,0,0,0,0,0,0,0.012,0,0,0,0.012
NGCUT,ngcut01_1,10,10,5,0.1,1,0,0,145,141,141,141,141,141,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut01_2,10,10,5,0.17,1,0,0,145,118,118,118,118,118,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut01_3,10,10,5,0.25,2,1,1,145,125,125,118,118,118,0.056,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut02_1,10,10,7,0.1,2,0,1,206,166,166,135,138,138,0.186746988,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01
NGCUT,ngcut02_2,10,10,7,0.17,3,0,0,206,130,130,130,130,130,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut02_3,10,10,7,0.25,5,0,0,206,148,148,148,148,148,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut03_1,10,10,10,0.1,4,2,2,235,205,205,194,194,194,0.053658537,0,0,1,0,1,0,0,0,0,0,0,0,0,0.006
NGCUT,ngcut03_2,10,10,10,0.17,7,2,3,235,205,205,185,185,185,0.097560976,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut03_3,10,10,10,0.25,11,0,0,235,183,183,183,183,183,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut04_1,15,10,5,0.1,1,0,0,207,193,193,193,193,193,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut04_2,15,10,5,0.17,1,0,0,207,173,173,173,173,173,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut04_3,15,10,5,0.25,2,0,0,207,146,146,146,146,146,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut05_1,15,10,7,0.1,2,0,0,262,227,227,227,227,227,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut05_2,15,10,7,0.17,3,0,0,262,251,251,251,251,251,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut05_3,15,10,7,0.25,5,0,0,262,233,233,233,233,233,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut06_1,15,10,10,0.1,4,0,0,309,268,268,222,238,238,0.171641791,0,0,1,0,0,0,0,0,0,0,0,0,0,0.009
NGCUT,ngcut06_2,15,10,10,0.17,7,0,0,309,279,279,204,250,250,0.268817204,0,0,1,0,0,0,0,0,0,0,0,0,0,0.016
NGCUT,ngcut06_3,15,10,10,0.25,11,0,0,309,225,225,179,225,225,0.204444444,0,0,1,0,1,0,0,0,0,0,0,0,0,0.016
NGCUT,ngcut07_1,20,20,5,0.1,1,0,0,374,370,370,370,370,370,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut07_2,20,20,5,0.17,1,0,0,374,348,348,348,348,348,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut07_3,20,20,5,0.25,2,0,0,374,370,370,370,370,370,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut08_1,20,20,7,0.1,2,5,1,673,635,635,610,635,635,0.039370079,0,0,1,0,0,0,0,0,0,0,0,0,0,0.002
NGCUT,ngcut08_2,20,20,7,0.17,3,0,0,673,610,610,610,610,610,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut08_3,20,20,7,0.25,5,0,0,673,358,358,358,358,358,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut09_1,20,20,10,0.1,4,2,1,851,841,841,804,804,804,0.043995244,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NGCUT,ngcut09_2,20,20,10,0.17,7,0,1,851,779,779,712,712,712,0.086007702,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut09_3,20,20,10,0.25,11,0,1,851,726,726,681,681,681,0.061983471,0,0,1,0,0,0,0,0,0,0,0.016,0,0,0.018
NGCUT,ngcut10_1,30,30,5,0.1,1,0,0,998,763,763,763,763,763,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut10_2,30,30,5,0.17,1,0,0,998,0,998,998,998,998,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut10_3,30,30,5,0.25,2,0,0,998,763,763,763,763,763,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut11_1,30,30,7,0.1,2,3,2,1439,1358,1358,1114,1114,1114,0.179675994,0,0,1,0,0,0,0,0,0,0,0,0,0,0.016
NGCUT,ngcut11_2,30,30,7,0.17,3,0,0,1439,1077,1077,1077,1077,1077,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut11_3,30,30,7,0.25,5,0,0,1439,872,872,872,872,872,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut12_1,30,30,10,0.1,4,0,0,1799,1541,1541,1302,1302,1302,0.155094095,0,0,1,0,0,0,0,0,0,0,0,0,0,0.018
NGCUT,ngcut12_2,30,30,10,0.17,7,1,3,1799,1531,1531,1272,1272,1272,0.169170477,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NGCUT,ngcut12_3,30,30,10,0.25,11,0,0,1799,1402,1402,1179,1179,1179,0.159058488,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OKP,okp1_1,100,100,15,0.1,10,0,1,26658,25008,25008,21346,22048,22048,0.146433141,0,0,1,7,7,0,0,0,0,0,0,0,0,0.112
OKP,okp1_2,100,100,15,0.17,17,0,0,26658,18099,18099,17763,17763,17763,0.018564562,0,0,1,0,0,0,0,0,0,0,0,0,0,0.019
OKP,okp1_3,100,100,15,0.25,26,0,0,26658,17771,17771,16422,16422,16422,0.075910191,0,0,1,631,631,0,0,0,0,0,0,0,0,0.136
OKP,okp2_1,100,100,30,0.1,43,0,0,24738,22296,22296,20892,20892,20892,0.062970936,0,0,1,6084,6084,0,0,0,0,0,0.002,0.014,0.004,2.869
OKP,okp2_2,100,100,30,0.17,73,0,0,24738,22188,22188,19965,20484,20484,0.100189292,0,0,1,50159,50179,0,0,0,0,0.001,0,0.001,0.005,21.068
OKP,okp2_3,100,100,30,0.25,108,0,0,24738,21652,21652,18641,19545,19545,0.139063366,0,0,1,22167,22199,0,0,0,0,0,0,0,0.016,8.713
OKP,okp3_1,100,100,30,0.1,43,0,0,26565,25656,25656,22801,23196,23196,0.111280012,0,0,1,2720,2720,0,0,0,0,0,0,0,0.016,0.711
OKP,okp3_2,100,100,30,0.17,73,0,0,26565,25082,25082,22531,22531,22531,0.101706403,0,0,1,4789,4789,0,0,0,0,0,0,0,0,1.5
OKP,okp3_3,100,100,30,0.25,108,0,1,26565,24785,24785,22531,22531,22531,0.090942102,0,0,1,3883,3885,0,0,0,0,0,0,0,0,0.918
OKP,okp4_1,100,100,33,0.1,52,0,0,28798,28788,28788,25474,25474,25474,0.11511741,0,0,1,18427,18432,0,0,0,0,0,0,0,0.016,6.709
OKP,okp4_2,100,100,33,0.17,89,0,0,28798,27001,27001,24119,24695,24695,0.106736788,0,0,1,35818,35826,0,0,0,0,0,0,0,0,11.209
OKP,okp4_3,100,100,33,0.25,132,0,0,28798,27227,27227,23150,23264,23264,0.149741066,0,0,1,10934,10963,0,0,0,0,0,0,0,0,5.19
OKP,okp5_1,100,100,29,0.1,40,0,0,24738,23424,23424,19836,20344,20344,0.15317623,0,0,1,572491,573139,0,0,0,0,0,0,0,0,216.138
OKP,okp5_2,100,100,29,0.17,69,0,0,24738,22744,22744,19536,19766,19766,0.141048189,0,0,1,9978,9981,0,0,0,0,0,0,0,0.016,3.183
OKP,okp5_3,100,100,29,0.25,101,0,0,24738,21030,21030,18209,18215,18215,0.134141702,0,0,1,27072,27077,0,0,0,0,0,0,0,0.016,7.578
UW,uw1_1,500,500,25,0.1,30,0,1,4722,4128,4128,3794,3973,3973,0.080910853,0,0,1,244,244,0,0,0,0,0,0,0,0,0.111
UW,uw1_2,500,500,25,0.17,51,0,0,4722,3564,3564,3249,3258,3258,0.088383838,0,0,1,1299,1299,0,0,0,0,0,0,0,0,0.237
UW,uw1_3,500,500,25,0.25,75,0,0,4722,3366,3366,3169,3360,3360,0.058526441,0,0,1,257,257,0,0,0,0,0,0,0,0,0.127
UW,uw2_1,560,750,35,0.1,59,0,2,5647,5277,5277,4857,5019,5019,0.079590677,0,0,1,3848,3848,0,0,0,0,0,0,0,0,2.1
UW,uw2_2,560,750,35,0.17,101,0,0,5647,5134,5134,4372,4784,4784,0.148422283,0,0,1,3679,3679,0,0,0,0,0,0,0,0,1.352
UW,uw2_3,560,750,35,0.25,148,0,0,5647,4571,4571,3976,4571,4571,0.130168453,0,0,1,0,1,0,0,0,0,0,0,0,0,0.143
UW,uw3_1,700,650,35,0.1,59,0,2,4382,3686,3686,3411,3481,3481,0.07460662,0,0,1,1830,1830,0,0,0,0,0,0,0,0,0.648
UW,uw3_2,700,650,35,0.17,101,0,0,4382,3549,3549,3126,3222,3222,0.119188504,0,0,1,1105,1105,0,0,0,0,0.016,0,0,0,0.633
UW,uw3_3,700,650,35,0.25,148,0,1,4382,3635,3635,3297,3297,3297,0.092984869,0,0,1,746,746,0,0,0,0,0,0,0,0,0.459
UW,uw4_1,1245,1015,45,0.1,99,0,3,6307,5888,5888,5140,5594,5594,0.127038043,0,0,1,17571,17571,0,0,0,0,0.032,0,0,0,17.357
UW,uw4_2,1245,1015,45,0.17,168,0,6,6307,6109,6109,5432,5634,5634,0.110820101,0,0,1,62332,62332,0,0,0,0,0.03,0,0,0,35.853
UW,uw4_3,1245,1015,45,0.25,247,0,0,6307,4940,4940,4314,4522,4522,0.126720648,0,0,1,18736,18736,0,0,0,0,0.016,0,0,0,17.919
UW,uw5_1,1100,1450,35,0.1,59,0,5,5067,4682,4682,4291,4291,4291,0.08351132,0,0,1,2103,2103,0,0,0,0,0.016,0,0,0,0.723
UW,uw5_2,1100,1450,35,0.17,101,0,4,5067,4501,4501,4217,4217,4217,0.06309709,0,0,1,320,320,0,0,0,0,0.014,0,0,0,0.522
UW,uw5_3,1100,1450,35,0.25,148,0,0,5067,3894,3894,3667,3701,3701,0.058294813,0,0,1,1845,1845,0,0,0,0,0.021,0,0,0,0.788
UW,uw6_1,1750,1542,47,0.1,108,0,11,5480,5241,5241,4741,5040,5040,0.095401641,0,0,1,13926,13926,0,0,0,0,0.033,0,0.016,0,9.352
UW,uw6_2,1750,1542,47,0.17,183,0,10,5480,5132,5132,4656,4708,4708,0.092751364,0,0,1,2263,2263,0,0,0,0,0.037,0,0,0,3.728
UW,uw6_3,1750,1542,47,0.25,270,0,2,5480,4670,4670,4195,4229,4229,0.101713062,0,0,1,9257,9257,0,0,0,0,0.052,0,0,0,8.132
UW,uw7_1,2250,1875,50,0.1,122,0,2,6688,5963,5963,5502,5648,5648,0.077310079,0,0,1,2412,2412,0,0,0,0,0.079,0,0,0,3.257
UW,uw7_2,2250,1875,50,0.17,208,0,0,6688,5606,5606,4975,5305,5305,0.112557974,0,0,1,1363,1363,0,0,0,0,0.111,0,0,0,3.528
UW,uw7_3,2250,1875,50,0.25,306,0,0,6688,5288,5288,4945,4989,4989,0.064863843,0,0,1,13018,13018,0,0,0,0,0.079,0,0,0,11.893
UW,uw8_1,2645,2763,55,0.1,148,0,7,6165,5867,5867,5326,5600,5600,0.09221067,0,0,1,61507,61507,1,0,0.062,0,0.174,0,0,0,49.82
UW,uw8_2,2645,2763,55,0.17,252,0,0,6165,4991,4991,4699,4750,4750,0.05850531,0,0,1,12345,12345,0,0,0,0,0.17,0.016,0,0,17.43
UW,uw8_3,2645,2763,55,0.25,371,0,0,6165,4743,4743,4396,4396,4396,0.073160447,0,0,1,6989,6989,0,0,0,0,0.176,0,0.002,0,10.011
UW,uw9_1,3000,3250,45,0.1,99,0,5,4827,4434,4434,4007,4113,4113,0.096301308,0,0,1,1726,1726,0,0,0,0,0.187,0,0.002,0,3.762
UW,uw9_2,3000,3250,45,0.17,168,0,6,4827,4688,4688,4167,4198,4198,0.111134812,0,0,1,1832,1832,0,0,0,0,0.191,0,0,0,3.689
UW,uw9_3,3000,3250,45,0.25,247,0,0,4827,3938,3938,3453,3694,3694,0.123158964,0,0,1,3216,3216,0,0,0,0,0.212,0,0.002,0,4.304
UW,uw10_1,3500,3650,60,0.1,177,0,11,6471,6134,6134,5446,5680,5680,0.112161722,0,0,1,126095,126095,0,0,0,0,0.381,0,0,0,42.056
UW,uw10_2,3500,3650,60,0.17,300,0,2,6471,5625,5625,4839,5201,5201,0.139733333,0,0,1,92444,92444,0,0,0,0,0.332,0,0.013,0,118.838
UW,uw10_3,3500,3650,60,0.25,442,0,0,6471,5162,5162,4515,4717,4717,0.125339016,0,0,1,56263,56263,0,0,0,0,0.368,0.001,0.003,0,72.887
UW,uw11_1,555,632,30,0.1,43,0,1,6987,5786,5786,5207,5786,5545,0.100069132,0.041652264,0,0,822458,1119318,0,0,0,0,0.011,0.002,0.009,0.002,1200.531
UW,uw11_2,555,632,30,0.17,73,0,0,6987,5717,5717,5267,5452,5452,0.078712612,0,0,1,1176320,1176320,2,2,0.094,0.094,0.014,0,0,0,743.028
UW,uw11_3,555,632,30,0.25,108,0,1,6987,5175,5175,4655,5015,5015,0.100483092,0,0,1,353891,353891,0,0,0,0,0.005,0,0.001,0,312.835
