Class,id,W,H,n,|E_d|,|E_s|,|SR|,|E_d|',|E_s|',|SR|',|I_in|,|I_out|,UB0-KP,UB0-LS,UB0,LB0,UB,LB,Gap0,Gap,Opt0,Opt,Violate-Dif,Violate-Same,Value-Error,Nodes',Nodes,#OPP,#EOPP,Time-OPP,Time-EOPP,Time-UB0-KP,Time-UB0-LS,Time-LB0,Time-Red,Time
Class03,12,40,40,40,0,0,0,0,0,0,0,0,168791500660,163904382465,163904382465,147065073037,153519256303,153519256303,0.10273861610500776,0.0,0,1,0,0,0,6889,7070,310,44,0.105,0.032,0.0,0.001,0.003,0.0,0.11
Class03,13,40,40,40,0,0,0,0,0,0,0,0,1500000000000,1500000000000,1500000000000,1300000000000,1500000000000,1500000000000,0.13333333333333333,0.0,0,1,0,0,0,0,15,2,0,0.003,0.0,0.0,0.0,0.001,0.0,0.004
Class03,14,40,40,40,0,0,0,0,0,0,0,0,1700000000000,1700000000000,1700000000000,1600000000000,1600000000000,1600000000000,0.058823529411764705,0.0,0,1,0,0,0,636,641,5,5,5.833,5.797,0.0,0.0,0.001,0.0,5.834
Class03,15,40,40,40,0,0,0,0,0,0,0,0,1500000000000,1500000000000,1500000000000,1400000000000,1500000000000,1500000000000,0.06666666666666667,0.0,0,1,0,0,0,0,15,1,0,0.0,0.0,0.0,0.0,0.001,0.0,0.001
Class03,16,40,40,40,0,0,0,0,0,0,0,0,2100000000000,2100000000000,2100000000000,1900000000000,2000000000000,2000000000000,0.09523809523809523,0.0,0,1,0,0,0,204,205,2,1,94.655,94.639,0.0,0.001,0.001,0.0,94.657
Class03,17,40,40,40,0,0,0,0,0,0,0,0,2000000000000,2000000000000,2000000000000,1800000000000,2000000000000,2000000000000,0.1,0.0,0,1,0,0,0,0,20,2,1,0.319,0.3,0.0,0.0,0.004,0.0,0.323
Class03,18,40,40,40,0,0,0,0,0,0,0,0,1600000000000,1600000000000,1600000000000,1500000000000,1600000000000,1600000000000,0.0625,0.0,0,1,0,0,0,0,18,2,1,0.009,0.005,0.0,0.0,0.001,0.0,0.01
Class03,19,40,40,40,1,4,21,1,4,21,0,0,176725862543,118174263638,118174263638,100116955463,100227755376,100227755376,0.15280237523048554,0.0,0,1,0,0,0,266262,295371,35759,512,0.479,0.104,0.001,0.002,0.008,0.0,0.504
Class03,20,40,40,40,0,0,0,0,0,0,0,0,129895076673,125682001612,125682001612,99999999997,101610976591,101610976591,0.20434112510623723,0.0,0,1,0,0,0,53938,64878,11818,67,0.065,0.005,0.0,0.0,0.0,0.0,0.066
Class03,21,40,40,60,0,0,0,0,0,0,0,0,533333333333,533333333333,533333333333,466666666666,500000000000,500000000000,0.12500000000070313,0.0,0,1,0,0,0,1838,1877,54,0,0.0,0.0,0.001,0.0,0.001,0.0,0.003
Class03,22,40,40,60,0,0,0,0,0,0,0,0,142243436754,127088305488,127088305488,100000000000,101312649164,101312649164,0.21314553989830123,0.0,0,1,0,0,0,235866,262591,33557,25,0.094,0.001,0.0,0.0,0.003,0.0,0.109
Class03,23,40,40,60,0,0,0,0,0,0,0,0,136752136752,122222222220,122222222220,99999999999,103418803417,103418803417,0.1818181818114876,0.0,0,1,0,0,0,62699,67597,6939,0,0.01,0.0,0.0,0.0,0.004,0.0,0.019
Class03,24,40,40,60,0,0,26,0,0,26,0,0,222023358104,207093381868,207093381868,193968350269,197097932147,197097932147,0.06337735895088048,0.0,0,1,0,0,0,19155,19605,860,3,0.057,0.034,0.0,0.001,0.02,0.0,0.081
Class03,25,40,40,60,0,5,16,0,5,16,0,0,364346390748,178658561127,178658561127,155867788553,164378598165,164378598165,0.1275660815257496,0.0,0,1,0,0,0,68030,69638,2407,150,1.502,0.824,0.0,0.001,0.071,0.0,1.58
Class03,26,40,40,60,0,2,15,0,2,15,0,0,200083533673,124308824296,124308824296,116204078302,116204078302,116204078302,0.06519847677668683,0.0,0,1,0,0,0,1458933,1493717,40803,101,0.273,0.036,0.0,0.001,0.169,0.0,0.488
Class03,27,40,40,60,0,0,30,0,0,30,0,0,298584306092,258774141683,258774141683,246551629365,246551629365,246551629365,0.047232355746628873,0.0,0,1,0,0,0,81147,83867,3240,117,0.313,0.068,0.0,0.001,0.02,0.0,0.344
Class03,28,40,40,60,0,0,0,0,0,0,0,0,2100000000000,2100000000000,2100000000000,1800000000000,2100000000000,2100000000000,0.14285714285714285,0.0,0,1,0,0,0,0,21,2,1,410.164,410.139,0.0,0.0,0.003,0.0,410.167
Class03,29,40,40,60,0,0,0,0,0,0,0,0,2100000000000,2100000000000,2100000000000,1900000000000,2100000000000,2100000000000,0.09523809523809523,0.0,0,1,0,0,0,0,21,2,0,0.001,0.0,0.002,0.001,0.004,0.0,0.008
Class03,30,40,40,60,0,0,0,0,0,0,0,0,600000000000,600000000000,600000000000,500000000000,500000000000,500000000000,0.16666666666666666,0.0,0,1,0,0,0,1216,1300,84,0,0.001,0.0,0.001,0.0,0.0,0.0,0.002
Class03,31,40,40,80,0,0,0,0,0,0,0,0,183306329979,179685318431,179685318431,159162772769,160980397176,160980397176,0.11421381469115827,0.0,0,1,0,0,0,4169265,4329848,200965,30,1.423,0.024,0.001,0.0,0.045,0.0,1.604
Class03,32,40,40,80,0,0,0,0,0,0,0,0,866666666666,866666666666,866666666666,700000000000,800000000000,800000000000,0.192307692307071,0.0,0,1,0,0,0,10731,11061,419,42,0.06,0.011,0.0,0.001,0.004,0.0,0.067
Class03,33,40,40,80,0,0,0,0,0,0,0,0,3000000000000,3000000000000,3000000000000,2700000000000,3000000000000,3000000000000,0.1,0.0,0,1,0,0,0,0,30,2,0,0.034,0.0,0.0,0.0,0.004,0.0,0.039
Class03,34,40,40,80,0,0,0,0,0,0,0,0,149950738913,148669950735,148669950735,131133004921,133891625610,133891625610,0.11795891319866725,0.0,0,1,0,0,0,3562114,3677415,150426,369,5.803,3.728,0.0,0.0,0.105,0.0,6.033
Class03,35,40,40,80,0,0,0,0,0,0,0,0,130183727033,122900262465,122900262465,99999999999,101312335954,101312335954,0.18633208755369113,0.0,0,1,0,0,0,253611,302652,51567,44,0.12,0.006,0.0,0.002,0.002,0.0,0.133
Class03,36,40,40,80,0,0,0,0,0,0,0,0,2400000000000,2400000000000,2400000000000,2000000000000,2400000000000,2400000000000,0.16666666666666666,0.0,0,1,0,0,0,0,24,2,0,0.018,0.0,0.0,0.001,0.006,0.0,0.025
Class03,37,40,40,80,0,0,0,0,0,0,0,0,2100000000000,2100000000000,2100000000000,2000000000000,2100000000000,2100000000000,0.047619047619047616,0.0,0,1,0,0,0,0,21,1,1,1335.401,1335.383,0.001,0.0,0.005,0.0,1335.407
Class03,38,40,40,80,0,0,0,0,0,0,0,0,2500000000000,2500000000000,2500000000000,2300000000000,2500000000000,2500000000000,0.08,0.0,0,1,0,0,0,0,25,2,1,549.353,549.319,0.0,0.001,0.008,0.0,549.362
Class03,39,40,40,80,0,0,0,0,0,0,0,0,174526735297,171570906668,171570906668,158751245427,161109266017,161109266017,0.07471931861855119,0.0,0,1,0,0,0,40810,41497,1209,55,0.399,0.102,0.0,0.002,0.025,0.0,0.429
Class03,40,40,40,80,0,0,0,0,0,0,0,0,2700000000000,2700000000000,2700000000000,2500000000000,2700000000000,2700000000000,0.07407407407407407,0.0,0,1,0,0,0,0,27,2,1,0.089,0.04,0.0,0.002,0.018,0.0,0.11
Class03,41,40,40,100,0,0,0,0,0,0,0,0,192443107953,191806094412,191806094412,184378435008,185055716989,185055716989,0.03872483523930876,0.0,0,1,0,0,0,850019,857129,10304,544,0.732,0.199,0.0,0.0,0.056,0.0,0.826
Class03,42,40,40,100,0,0,19,0,0,19,0,0,125416086660,122340419950,122340419950,115225678953,116020132919,116020132919,0.05815527688974555,0.0,0,1,0,0,0,239392,241793,3083,6,0.018,0.002,0.0,0.001,0.124,0.0,0.15
Class03,43,40,40,100,0,0,0,0,0,0,0,0,131087154720,122215617121,122215617121,99999999999,100887682520,100887682520,0.18177396346986777,0.0,0,1,0,0,0,23463431,28481562,5144043,42815,51.868,10.6,0.0,0.001,0.017,0.0,52.747
Class03,44,40,40,100,0,0,0,0,0,0,0,0,120534067770,120359021248,120359021248,115149586330,117119384729,117119384729,0.04328246328346214,0.0,0,1,0,0,0,220360,221728,2206,358,1.083,0.393,0.002,0.0,0.173,0.0,1.269
Class03,45,40,40,100,0,0,25,0,0,25,0,0,157991850558,157772907974,157772907974,149369916101,149369916101,149369916101,0.05326004306382412,0.0,0,1,0,0,0,1254851,1270338,17702,395,1.094,0.286,0.001,0.0,0.075,0.0,1.204
Class03,46,40,40,100,0,0,0,0,0,0,0,0,700000000000,700000000000,700000000000,600000000000,666666666666,666666666666,0.14285714285714285,0.0,0,1,0,0,0,9111,9786,728,5,0.006,0.001,0.0,0.001,0.003,0.0,0.011
Class03,47,40,40,100,0,3,27,0,3,27,0,0,263133197773,157922231517,157922231517,152194447758,154298263091,154298263091,0.036269648066513144,0.0,0,1,0,0,0,81364,82215,1459,55,0.807,0.224,0.0,0.004,0.553,0.0,1.37
Class03,48,40,40,100,0,0,0,0,0,0,0,0,666666666666,666666666666,666666666666,624999999999,641666666666,641666666666,0.0625000000005625,0.0,0,1,0,0,0,10981,11320,801,61,0.052,0.009,0.0,0.001,0.005,0.0,0.058
Class03,49,40,40,100,0,0,0,0,0,0,0,0,192735241379,185622108590,185622108590,170415255543,172370896689,172370896689,0.08192371675180526,0.0,0,1,0,0,0,270325,278445,9543,1093,6.867,1.398,0.0,0.0,0.04,0.0,6.927
Class03,50,40,40,100,0,0,0,0,0,0,0,0,2800000000000,2800000000000,2800000000000,2500000000000,2800000000000,2700000000000,0.10714285714285714,0.03571428571428571,0,0,0,0,0,0,29,2,1,1799.977,1799.92,0.0,0.002,0.021,0.0,1800.0
Class04,1,100,100,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Class04,2,100,100,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.001,0.0,0.0,0.0,0.001
Class04,3,100,100,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.002,0.0,0.0,0.0,0.002
Class04,4,100,100,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.001,0.0,0.0,0.0,0.001
Class04,5,100,100,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.001,0.0,0.001,0.0,0.002
Class04,6,100,100,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Class04,7,100,100,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.002,0.0,0.0,0.0,0.002
Class04,8,100,100,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.002,0.0,0.0,0.0,0.002
Class04,9,100,100,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.001,0.0,0.001
Class04,10,100,100,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Class04,11,100,100,40,0,0,0,0,0,0,0,0,4000000000000,0,4000000000000,4000000000000,4000000000000,4000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.006,0.0,0.006
Class04,12,100,100,40,0,0,0,0,0,0,0,0,3800000000000,3800000000000,3800000000000,3700000000000,3800000000000,3800000000000,0.02631578947368421,0.0,0,1,0,0,0,0,38,1,0,0.072,0.0,0.001,0.01,0.005,0.0,0.089
Class04,13,100,100,40,0,0,0,0,0,0,0,0,3500000000000,3500000000000,3500000000000,3400000000000,3500000000000,3400000000000,0.02857142857142857,0.02857142857142857,0,0,0,0,0,0,36,1,1,1799.994,1799.806,0.0,0.002,0.004,0.0,1800.0
Class04,14,100,100,40,0,0,0,0,0,0,0,0,3600000000000,0,3600000000000,3600000000000,3600000000000,3600000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.001,0.0,0.003,0.0,0.004
Class04,15,100,100,40,0,0,0,0,0,0,0,0,3400000000000,3400000000000,3400000000000,3300000000000,3400000000000,3400000000000,0.029411764705882353,0.0,0,1,0,0,0,0,34,1,0,0.001,0.0,0.001,0.0,0.003,0.0,0.005
Class04,16,100,100,40,0,0,0,0,0,0,0,0,3800000000000,3800000000000,3800000000000,3700000000000,3800000000000,3800000000000,0.02631578947368421,0.0,0,1,0,0,0,0,38,1,0,0.0,0.0,0.0,0.003,0.004,0.0,0.007
Class04,17,100,100,40,0,0,0,0,0,0,0,0,3800000000000,3800000000000,3800000000000,3700000000000,3800000000000,3800000000000,0.02631578947368421,0.0,0,1,0,0,0,0,38,1,0,0.001,0.0,0.001,0.0,0.003,0.0,0.005
Class04,18,100,100,40,0,0,0,0,0,0,0,0,3300000000000,3300000000000,3300000000000,3200000000000,3300000000000,3200000000000,0.030303030303030304,0.030303030303030304,0,0,0,0,0,0,34,1,1,1799.996,1799.886,0.0,0.002,0.003,0.0,1800.001
Class04,19,100,100,40,0,0,0,0,0,0,0,0,3900000000000,3900000000000,3900000000000,3800000000000,3900000000000,3800000000000,0.02564102564102564,0.02564102564102564,0,0,0,0,0,0,40,1,1,1799.993,1799.848,0.0,0.001,0.008,0.0,1800.002
Class04,20,100,100,40,0,0,0,0,0,0,0,0,3800000000000,3800000000000,3800000000000,3700000000000,3800000000000,3800000000000,0.02631578947368421,0.0,0,1,0,0,0,0,38,1,0,0.003,0.0,0.0,0.0,0.005,0.0,0.008
Class04,21,100,100,60,0,0,0,0,0,0,0,0,4500000000000,4500000000000,4500000000000,4400000000000,4500000000000,4500000000000,0.022222222222222223,0.0,0,1,0,0,0,0,45,1,0,0.002,0.0,0.001,0.001,0.02,0.0,0.024
Class04,22,100,100,60,0,0,189,0,0,189,0,0,3692633083973,0,3692633083973,1849425196959,2156626511458,1849425196959,0.4991581468015351,0.1424453018948166,0,0,0,0,0,36800117127,36800117166,0,0,0.0,0.0,0.001,0.711,7.502,0.0,1800.0
Class04,23,100,100,60,0,0,0,0,0,0,0,0,110305876202,0,110305876202,107432721662,110305876202,107432721662,0.026047157585136028,0.026047157585136028,0,0,0,0,0,25,59,1,1,1790.935,1790.833,0.016,0.344,8.705,0.0,1800.0
Class04,24,100,100,60,0,0,0,0,0,0,0,0,112679814434,0,112679814434,110077118675,112679814434,110077118675,0.023098154466028857,0.023098154466028857,0,0,0,0,0,0,40,1,1,1791.308,1791.211,0.001,0.261,8.43,0.0,1800.0
Class04,25,100,100,60,0,0,0,0,0,0,0,0,4900000000000,4900000000000,4900000000000,4800000000000,4900000000000,4900000000000,0.02040816326530612,0.0,0,1,0,0,0,0,49,1,0,0.004,0.0,0.0,0.004,0.06,0.0,0.068
Class04,26,100,100,60,0,0,0,0,0,0,0,0,4800000000000,4800000000000,4800000000000,4700000000000,4800000000000,4800000000000,0.020833333333333332,0.0,0,1,0,0,0,0,48,1,0,0.005,0.0,0.0,0.002,0.05,0.0,0.057
Class04,27,100,100,60,0,0,0,0,0,0,0,0,5200000000000,0,5200000000000,5200000000000,5200000000000,5200000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.001,0.0,0.03,0.0,0.031
Class04,28,100,100,60,0,0,0,0,0,0,0,0,4500000000000,4500000000000,4500000000000,4400000000000,4500000000000,4500000000000,0.022222222222222223,0.0,0,1,0,0,0,0,45,1,0,0.0,0.0,0.0,0.002,0.033,0.0,0.036
Class04,29,100,100,60,0,0,321,0,0,321,0,0,1286940590749,0,1286940590749,585885574853,936413082799,585885574853,0.5447454380842752,0.3743299985709836,0,0,0,0,0,27698932646,27698932699,0,0,0.0,0.0,0.001,1.028,8.829,0.0,1800.0
Class04,30,100,100,60,0,0,0,0,0,0,0,0,4100000000000,4100000000000,4100000000000,4000000000000,4100000000000,4100000000000,0.024390243902439025,0.0,0,1,0,0,0,0,41,1,0,0.045,0.0,0.016,0.035,0.167,0.0,0.263
Class04,31,100,100,80,0,0,0,0,0,0,0,0,5600000000000,5600000000000,5600000000000,5500000000000,5600000000000,5600000000000,0.017857142857142856,0.0,0,1,0,0,0,0,56,1,0,0.004,0.0,0.001,0.069,0.449,0.0,0.523
Class04,32,100,100,80,0,0,146,0,0,146,0,0,419691561326,0,419691561326,260811067662,287291149936,260811067662,0.3785648993323167,0.09217159066646843,0,0,0,0,0,4191173,4191205,1,1,1791.883,1791.873,0.001,1.599,6.248,0.0,1800.0
Class04,33,100,100,80,0,0,0,0,0,0,0,0,5800000000000,5800000000000,5800000000000,5700000000000,5800000000000,5800000000000,0.017241379310344827,0.0,0,1,0,0,0,0,58,1,0,0.006,0.0,0.001,0.012,0.123,0.0,0.142
Class04,34,100,100,80,0,0,160,0,0,160,0,0,402852141037,0,402852141037,266696126185,289388795322,266696126185,0.3379801197072321,0.07841585266544303,0,0,0,0,0,105766405,105766443,1,1,1784.576,1784.567,0.001,0.891,7.989,0.0,1800.0
Class04,35,100,100,80,0,0,154,0,0,154,0,0,452344739751,0,452344739751,279429741757,308248908086,279429741757,0.38226375328070283,0.09349316598701328,0,0,0,0,0,3343696,3343727,1,1,1790.413,1790.386,0.03,1.024,8.29,0.0,1800.0
Class04,36,100,100,80,0,0,192,0,0,192,0,0,415939885432,0,415939885432,265971187092,290965970147,265971187092,0.3605537809489964,0.08590277083733294,0,0,0,0,0,15543331,15543371,1,1,1789.963,1789.952,0.001,0.998,8.031,0.0,1800.0
Class04,37,100,100,80,0,0,249,0,0,249,0,0,2923005408909,0,2923005408909,1344461417164,1344461417164,1344461417164,0.540041420017141,0.0,0,1,0,0,0,231136687,231136687,0,0,0.0,0.0,0.001,0.984,8.036,0.0,23.642
Class04,38,100,100,80,0,0,308,0,0,308,0,0,3957909423134,0,3957909423134,1775759540140,2503142834470,1775759540140,0.55133901504651,0.29058800972658505,0,0,0,0,0,25802484990,25802485027,0,0,0.0,0.0,0.002,0.883,7.646,0.0,1800.0
Class04,39,100,100,80,0,0,0,0,0,0,0,0,120622188984,0,120622188984,117049205584,120622188984,117049205584,0.02962127805916323,0.02962127805916323,0,0,0,0,0,26,91,1,1,1791.206,1791.083,0.024,0.412,8.358,0.0,1800.001
Class04,40,100,100,80,0,0,103,0,0,103,0,0,340358464324,264901144167,264901144167,257806794802,264901144167,257806794802,0.026781120131846442,0.026781120131846442,0,0,0,0,0,257314,257351,1,1,1786.554,1786.534,0.001,2.02,11.342,0.0,1800.0
Class04,41,100,100,100,0,0,0,0,0,0,0,0,154230822088,0,154230822088,151812966938,154230822088,151812966938,0.015676860936528213,0.015676860936528213,0,0,0,0,0,20,62,1,1,1792.224,1792.176,0.0,0.207,7.569,0.0,1800.0
Class04,42,100,100,100,0,0,215,0,0,215,0,0,2864354066264,0,2864354066264,2184019742008,2297408796049,2184019742008,0.23751753746818233,0.049355192787632035,0,0,0,0,0,12144064,12144133,1,1,1791.617,1791.254,0.001,0.743,7.021,0.0,1800.0
Class04,43,100,100,100,0,0,205,0,0,205,0,0,1515775192109,0,1515775192109,849087993201,849087993201,849087993201,0.43983250443648786,0.0,0,1,0,0,0,70546041,70546041,0,0,0.0,0.0,0.001,1.047,8.632,0.0,14.081
Class04,44,100,100,100,0,0,0,0,0,0,0,0,6400000000000,6400000000000,6400000000000,6300000000000,6400000000000,6400000000000,0.015625,0.0,0,1,0,0,0,0,64,1,0,0.002,0.0,0.001,0.061,1.053,0.0,1.117
Class04,45,100,100,100,0,0,140,0,0,140,0,0,863322563921,0,863322563921,532845106377,587924682631,532845106377,0.3827971969631515,0.09368474888231504,0,0,0,0,0,252768,252816,1,1,1791.111,1791.079,0.001,0.883,7.992,0.0,1800.0
Class04,46,100,100,100,0,0,103,0,0,103,0,0,1771966943838,0,1771966943838,1088906996326,1202750320908,1088906996326,0.385481202054776,0.09465249986053259,0,0,0,0,0,15820,15859,1,1,1790.824,1790.808,0.0,1.077,8.099,0.0,1800.0
Class04,47,100,100,100,0,0,0,0,0,0,0,0,120278934085,0,120278934085,118074496363,120278934085,118074496363,0.018327712485730414,0.018327712485730414,0,0,0,0,0,0,52,0,0,0.0,0.0,0.002,0.341,8.494,0.0,3393.288
Class04,48,100,100,100,0,0,223,0,0,223,0,0,2462853465666,0,2462853465666,1691338992643,1819924738146,1700953175605,0.313260404558567,0.06537169370102586,0,0,0,0,0,3302785,3302825,2,1,1790.327,1790.268,0.033,0.793,8.575,0.0,1800.0
Class04,49,100,100,100,0,0,0,0,0,0,0,0,6800000000000,6800000000000,6800000000000,6700000000000,6800000000000,6800000000000,0.014705882352941176,0.0,0,1,0,0,0,0,68,1,0,0.021,0.0,0.001,0.029,0.537,0.0,0.588
Class04,50,100,100,100,0,0,96,0,0,96,0,0,319206679809,0,319206679809,240571794766,253677608939,240571794766,0.24634473529830844,0.05166326751428605,0,0,0,0,0,5260,5304,1,1,1790.741,1790.724,0.001,0.52,8.737,0.0,1800.0
Class05,1,100,100,20,0,0,0,0,0,0,0,0,900000000000,900000000000,900000000000,800000000000,800000000000,800000000000,0.1111111111111111,0.0,0,1,0,0,0,66,69,3,0,0.001,0.0,0.001,0.0,0.0,0.0,0.002
Class05,2,100,100,20,0,0,0,0,0,0,0,0,1400000000000,1400000000000,1400000000000,1200000000000,1300000000000,1300000000000,0.14285714285714285,0.0,0,1,0,0,0,113,115,3,2,0.049,0.039,0.0,0.0,0.0,0.0,0.049
Class05,3,100,100,20,0,0,0,0,0,0,0,0,800000000000,800000000000,800000000000,700000000000,800000000000,800000000000,0.125,0.0,0,1,0,0,0,27,53,15,6,0.011,0.005,0.0,0.0,0.001,0.0,0.012
Class05,4,100,100,20,0,0,0,0,0,0,0,0,1100000000000,1100000000000,1100000000000,800000000000,1000000000000,1000000000000,0.2727272727272727,0.0,0,1,0,0,0,265,268,4,3,0.015,0.007,0.0,0.0,0.004,0.0,0.019
Class05,5,100,100,20,0,0,0,0,0,0,0,0,1100000000000,1100000000000,1100000000000,1000000000000,1100000000000,1100000000000,0.09090909090909091,0.0,0,1,0,0,0,17,34,6,3,0.017,0.006,0.001,0.0,0.0,0.0,0.018
Class05,6,100,100,20,0,0,0,0,0,0,0,0,900000000000,900000000000,900000000000,700000000000,800000000000,800000000000,0.2222222222222222,0.0,0,1,0,0,0,76,79,4,0,0.001,0.0,0.001,0.0,0.0,0.0,0.002
Class05,7,100,100,20,0,0,0,0,0,0,0,0,1300000000000,1300000000000,1300000000000,1100000000000,1200000000000,1200000000000,0.15384615384615385,0.0,0,1,0,0,0,80,81,2,0,0.004,0.0,0.0,0.0,0.0,0.0,0.004
Class05,8,100,100,20,0,0,0,0,0,0,0,0,1200000000000,0,1200000000000,1200000000000,1200000000000,1200000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.001,0.0,0.0,0.0,0.001
Class05,9,100,100,20,0,0,0,0,0,0,0,0,900000000000,900000000000,900000000000,800000000000,800000000000,800000000000,0.1111111111111111,0.0,0,1,0,0,0,112,113,1,0,0.0,0.0,0.001,0.0,0.0,0.0,0.002
Class05,10,100,100,20,0,0,0,0,0,0,0,0,1000000000000,1000000000000,1000000000000,900000000000,900000000000,900000000000,0.1,0.0,0,1,0,0,0,57,62,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Class05,11,100,100,40,0,0,29,0,0,29,0,0,198565734156,179547519875,179547519875,168728189629,170586862963,170586862963,0.060258867699940155,0.0,0,1,0,0,0,76909,77917,2170,352,1.895,0.85,0.0,0.013,0.121,0.0,2.043
Class05,12,100,100,40,0,0,0,0,0,0,0,0,1600000000000,1600000000000,1600000000000,1300000000000,1500000000000,1500000000000,0.1875,0.0,0,1,0,0,0,1610,1627,18,16,8.28,8.15,0.0,0.0,0.003,0.0,8.283
Class05,13,100,100,40,0,0,0,0,0,0,0,0,1400000000000,1400000000000,1400000000000,1300000000000,1400000000000,1400000000000,0.07142857142857142,0.0,0,1,0,0,0,0,14,1,1,0.146,0.141,0.001,0.0,0.001,0.0,0.148
Class05,14,100,100,40,0,0,0,0,0,0,0,0,150000000000,139999999999,139999999999,100000000000,100000000000,100000000000,0.28571428570918367,0.0,0,1,0,0,0,2090,2326,401,0,0.002,0.0,0.001,0.0,0.0,0.0,0.003
Class05,15,100,100,40,0,0,0,0,0,0,0,0,1400000000000,1400000000000,1400000000000,1300000000000,1300000000000,1300000000000,0.07142857142857142,0.0,0,1,0,0,0,634,654,20,16,0.374,0.295,0.001,0.0,0.001,0.0,0.376
Class05,16,100,100,40,0,0,0,0,0,0,0,0,1900000000000,1900000000000,1900000000000,1700000000000,1900000000000,1900000000000,0.10526315789473684,0.0,0,1,0,0,0,0,19,2,1,0.096,0.083,0.0,0.0,0.003,0.0,0.099
Class05,17,100,100,40,0,0,0,0,0,0,0,0,1900000000000,1900000000000,1900000000000,1600000000000,1900000000000,1900000000000,0.15789473684210525,0.0,0,1,0,0,0,0,19,2,1,43.199,43.181,0.001,0.001,0.001,0.0,43.202
Class05,18,100,100,40,0,0,0,0,0,0,0,0,1600000000000,1500000000000,1500000000000,1300000000000,1500000000000,1500000000000,0.13333333333333333,0.0,0,1,0,0,0,0,15,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Class05,19,100,100,40,0,0,0,0,0,0,0,0,132413793103,120517241379,120517241379,100000000000,100000000000,100000000000,0.1702432045758318,0.0,0,1,0,0,0,59661,67267,9400,13,0.046,0.006,0.003,0.0,0.0,0.0,0.057
Class05,20,100,100,40,0,0,0,0,0,0,0,0,156818181816,143181818180,143181818180,127272727270,131818181814,131818181814,0.11111111111887126,0.0,0,1,0,0,0,20058,20712,1349,2,0.015,0.004,0.001,0.0,0.002,0.0,0.019
Class05,21,100,100,60,0,0,0,0,0,0,0,0,1900000000000,1900000000000,1900000000000,1700000000000,1900000000000,1900000000000,0.10526315789473684,0.0,0,1,0,0,0,0,19,2,0,0.002,0.0,0.0,0.001,0.003,0.0,0.006
Class05,22,100,100,60,0,0,0,0,0,0,0,0,2000000000000,2000000000000,2000000000000,1900000000000,2000000000000,2000000000000,0.05,0.0,0,1,0,0,0,0,20,1,0,0.001,0.0,0.001,0.0,0.006,0.0,0.008
Class05,23,100,100,60,0,0,0,0,0,0,0,0,1800000000000,1800000000000,1800000000000,1600000000000,1800000000000,1800000000000,0.1111111111111111,0.0,0,1,0,0,0,0,18,2,0,0.0,0.0,0.001,0.001,0.003,0.0,0.005
Class05,24,100,100,60,0,0,0,0,0,0,0,0,2200000000000,2200000000000,2200000000000,2000000000000,2200000000000,2200000000000,0.09090909090909091,0.0,0,1,0,0,0,0,22,2,1,0.084,0.062,0.0,0.001,0.002,0.0,0.087
