Class,id,W,H,n,|E_d|,|E_s|,|SR|,|E_d|',|E_s|',|SR|',|I_in|,|I_out|,UB0-KP,UB0-LS,UB0,LB0,UB,LB,Gap0,Gap,Opt0,Opt,Violate-Dif,Violate-Same,Value-Error,Nodes',Nodes,#OPP,#EOPP,Time-OPP,Time-EOPP,Time-UB0-KP,Time-UB0-LS,Time-LB0,Time-Red,Time
Class05,25,100,100,60,0,0,22,0,0,22,0,0,139184447448,133902480528,133902480528,116503107750,120191894712,120191894712,0.12994063074404108,0.0,0,1,0,0,0,1835881,1934992,149665,63,1.353,0.071,0.001,0.0,0.109,0.0,1.552
Class05,26,100,100,60,0,0,0,0,0,0,0,0,140438871472,134169278995,134169278995,99999999999,100313479622,100313479622,0.2546728971933535,0.0,0,1,0,0,0,219823,266609,53686,1,0.189,0.002,0.001,0.0,0.004,0.0,0.209
Class05,27,100,100,60,0,0,0,0,0,0,0,0,2400000000000,2400000000000,2400000000000,2200000000000,2400000000000,2300000000000,0.08333333333333333,0.041666666666666664,0,0,0,0,0,0,25,2,1,1799.989,1799.951,0.001,0.001,0.009,0.0,1800.0
Class05,28,100,100,60,0,0,0,0,0,0,0,0,1900000000000,1900000000000,1900000000000,1700000000000,1900000000000,1900000000000,0.10526315789473684,0.0,0,1,0,0,0,0,19,2,1,4.024,4.006,0.0,0.0,0.003,0.0,4.027
Class05,29,100,100,60,0,0,0,0,0,0,0,0,2000000000000,2000000000000,2000000000000,1800000000000,2000000000000,1900000000000,0.1,0.05,0,0,0,0,0,0,21,2,1,1799.993,1799.976,0.002,0.001,0.005,0.0,1800.001
Class05,30,100,100,60,0,0,0,0,0,0,0,0,1400000000000,0,1400000000000,1400000000000,1400000000000,1400000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.005,0.0,0.005
Class05,31,100,100,80,0,0,0,0,0,0,0,0,2200000000000,2200000000000,2200000000000,2000000000000,2200000000000,2100000000000,0.09090909090909091,0.045454545454545456,0,0,0,0,0,0,23,2,1,1799.988,1799.964,0.0,0.001,0.011,0.0,1800.0
Class05,32,100,100,80,0,0,0,0,0,0,0,0,137234042552,134042553190,134042553190,100000000000,101063829786,101063829786,0.25396825395996475,0.0,0,1,0,0,0,3413255,4144427,770494,8,4.318,0.005,0.001,0.0,0.008,0.0,4.518
Class05,33,100,100,80,0,0,0,0,0,0,0,0,2900000000000,2900000000000,2900000000000,2600000000000,2900000000000,2800000000000,0.10344827586206896,0.034482758620689655,0,0,0,0,0,0,30,2,1,1799.987,1799.898,0.001,0.002,0.01,0.0,1800.0
Class05,34,100,100,80,0,0,0,0,0,0,0,0,2500000000000,2500000000000,2500000000000,2100000000000,2500000000000,2500000000000,0.16,0.0,0,1,0,0,0,0,25,2,1,39.725,39.692,0.001,0.001,0.008,0.0,39.735
Class05,35,100,100,80,0,0,0,0,0,0,0,0,2300000000000,2300000000000,2300000000000,2000000000000,2300000000000,2200000000000,0.13043478260869565,0.043478260869565216,0,0,0,0,0,0,24,2,1,1799.985,1799.942,0.001,0.0,0.014,0.0,1800.0
Class05,36,100,100,80,0,0,0,0,0,0,0,0,2300000000000,2300000000000,2300000000000,1800000000000,2300000000000,2300000000000,0.21739130434782608,0.0,0,1,0,0,0,0,25,3,2,401.067,400.984,0.001,0.001,0.007,0.0,401.076
Class05,37,100,100,80,0,0,0,0,0,0,0,0,1900000000000,1900000000000,1900000000000,1700000000000,1900000000000,1900000000000,0.10526315789473684,0.0,0,1,0,0,0,0,19,2,0,0.003,0.0,0.002,0.0,0.006,0.0,0.011
Class05,38,100,100,80,0,0,0,0,0,0,0,0,2300000000000,2300000000000,2300000000000,2100000000000,2300000000000,2200000000000,0.08695652173913043,0.043478260869565216,0,0,0,0,0,0,24,2,1,1799.996,1799.967,0.0,0.001,0.006,0.0,1800.003
Class05,39,100,100,80,0,0,0,0,0,0,0,0,142857142856,129285714284,129285714284,100000000000,104285714283,104285714283,0.2265193370063185,0.0,0,1,0,0,0,18174,20128,2519,0,0.006,0.0,0.001,0.0,0.001,0.0,0.018
Class05,40,100,100,80,0,0,0,0,0,0,0,0,134146341462,124390243901,124390243901,100000000000,100406504061,100406504061,0.19607843136324876,0.0,0,1,0,0,0,154959,186471,36354,8,0.152,0.008,0.001,0.0,0.002,0.0,0.171
Class05,41,100,100,100,0,0,0,0,0,0,0,0,116287325783,113834065224,113834065224,101069073477,102178909357,102178909357,0.11213683462750232,0.0,0,1,0,0,0,13585283,15006168,1482754,66,7.129,0.037,0.001,0.0,0.043,0.0,7.673
Class05,42,100,100,100,0,0,0,0,0,0,0,0,147197640117,140855457224,140855457224,100000000000,100000000000,100000000000,0.29005235600512286,0.0,0,1,0,0,0,2547258,3022619,537200,4,2.44,0.001,0.002,0.0,0.031,0.0,2.633
Class05,43,100,100,100,0,0,0,0,0,0,0,0,3100000000000,3100000000000,3100000000000,2600000000000,3100000000000,2600000000000,0.16129032258064516,0.16129032258064516,0,0,0,0,0,0,31,1,1,1799.953,1799.863,0.001,0.005,0.041,0.0,1800.0
Class05,44,100,100,100,0,0,0,0,0,0,0,0,2700000000000,2700000000000,2700000000000,2400000000000,2700000000000,2400000000000,0.1111111111111111,0.1111111111111111,0,0,0,0,0,0,27,1,1,1799.967,1799.921,0.001,0.003,0.029,0.0,1800.0
Class05,45,100,100,100,0,0,0,0,0,0,0,0,2600000000000,2600000000000,2600000000000,2300000000000,2600000000000,2500000000000,0.11538461538461539,0.038461538461538464,0,0,0,0,0,0,27,2,2,1799.972,1799.891,0.002,0.003,0.023,0.0,1800.0
Class05,46,100,100,100,0,0,0,0,0,0,0,0,2300000000000,2300000000000,2300000000000,2000000000000,2300000000000,2200000000000,0.13043478260869565,0.043478260869565216,0,0,0,0,0,9,32,2,1,1799.99,1799.956,0.001,0.001,0.008,0.0,1800.0
Class05,47,100,100,100,0,0,0,0,0,0,0,0,143824392311,141460856708,141460856708,128864327610,133063170640,128864327610,0.08904603995154252,0.03155526063150783,0,0,0,0,0,3240353,3303823,80938,327,1797.669,1704.878,0.0,0.005,2.208,0.0,1800.0
Class05,48,100,100,100,0,0,0,0,0,0,0,0,2700000000000,2700000000000,2700000000000,2500000000000,2700000000000,2700000000000,0.07407407407407407,0.0,0,1,0,0,0,0,27,2,0,0.005,0.0,0.034,0.068,0.099,0.0,0.206
Class05,49,100,100,100,0,0,0,0,0,0,0,0,125562266886,124375604089,124375604089,113530658149,117703461283,117703461283,0.08719512173978776,0.0,0,1,0,0,0,6623766,6719735,147847,9358,66.663,30.132,0.001,0.003,3.559,0.0,70.752
Class05,50,100,100,100,0,0,0,0,0,0,0,0,2600000000000,2600000000000,2600000000000,2200000000000,2600000000000,2200000000000,0.15384615384615385,0.15384615384615385,0,0,0,0,0,0,26,1,1,1799.947,1799.881,0.001,0.003,0.049,0.0,1800.0
Class06,1,300,300,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.002,0.0,0.001,0.0,0.003
Class06,2,300,300,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.001,0.0,0.001,0.0,0.002
Class06,3,300,300,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
Class06,4,300,300,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.001,0.0,0.003,0.0,0.004
Class06,5,300,300,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.001,0.0,0.001,0.0,0.002
Class06,6,300,300,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.003,0.0,0.001,0.0,0.004
Class06,7,300,300,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.006,0.0,0.006
Class06,8,300,300,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.002,0.0,0.002,0.0,0.004
Class06,9,300,300,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.001,0.0,0.0,0.0,0.001
Class06,10,300,300,20,0,0,0,0,0,0,0,0,2000000000000,0,2000000000000,2000000000000,2000000000000,2000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.001,0.0,0.001,0.0,0.002
Class06,11,300,300,40,0,0,0,0,0,0,0,0,4000000000000,0,4000000000000,4000000000000,4000000000000,4000000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.003,0.0,0.014,0.0,0.017
Class06,12,300,300,40,0,0,0,0,0,0,0,0,106551724118,106551724118,106551724118,99999999982,106551724118,99999999982,0.061488673132537364,0.061488673132537364,0,0,0,0,0,20,49,1,1,1798.657,1797.829,0.003,0.336,1.004,0.0,1800.0
Class06,13,300,300,40,0,0,0,0,0,0,0,0,3700000000000,3700000000000,3700000000000,3600000000000,3700000000000,3600000000000,0.02702702702702703,0.02702702702702703,0,0,0,0,0,11,44,1,1,1799.989,1799.72,0.003,0.001,0.007,0.0,1800.0
Class06,14,300,300,40,0,0,0,0,0,0,0,0,3800000000000,3800000000000,3800000000000,3700000000000,3800000000000,3700000000000,0.02631578947368421,0.02631578947368421,0,0,0,0,0,0,39,1,1,1799.99,1799.719,0.003,0.001,0.009,0.0,1800.003
Class06,15,300,300,40,0,0,0,0,0,0,0,0,3600000000000,3600000000000,3600000000000,3500000000000,3600000000000,3500000000000,0.027777777777777776,0.027777777777777776,0,0,0,0,0,0,37,1,1,1799.993,1799.744,0.002,0.001,0.006,0.0,1800.002
Class06,16,300,300,40,0,0,0,0,0,0,0,0,106138107396,106138107396,106138107396,99999999981,106138107396,99999999981,0.05783132529487072,0.05783132529487072,0,0,0,0,0,10,45,1,1,1787.062,1786.785,0.003,1.361,11.574,0.0,1800.0
Class06,17,300,300,40,0,0,0,0,0,0,0,0,3900000000000,0,3900000000000,3900000000000,3900000000000,3900000000000,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.003,0.0,0.005,0.0,0.008
Class06,18,300,300,40,0,0,0,0,0,0,0,0,3500000000000,3500000000000,3500000000000,3400000000000,3500000000000,3400000000000,0.02857142857142857,0.02857142857142857,0,0,0,0,0,0,36,1,1,1799.977,1799.154,0.0,0.008,0.015,0.0,1800.0
Class06,19,300,300,40,0,0,0,0,0,0,0,0,103361344507,103361344507,103361344507,99999999971,103361344507,103361344507,0.03252032519538634,0.0,0,1,0,0,0,0,40,1,0,0.003,0.0,0.002,0.038,0.38,0.0,0.43
Class06,20,300,300,40,0,0,0,0,0,0,0,0,104526748952,104526748952,104526748952,100205761300,104526748952,104526748952,0.041338582662551304,0.0,0,1,0,0,0,0,40,1,0,0.007,0.0,0.003,1.129,10.954,0.0,12.095
Class06,21,300,300,60,0,0,0,0,0,0,0,0,118908943202,0,118908943202,115207367920,118908943202,115207367920,0.03112949440406549,0.03112949440406549,0,0,0,0,0,0,38,1,1,1785.598,1785.504,0.005,0.441,13.956,0.0,1800.0
Class06,22,300,300,60,0,0,0,0,0,0,0,0,5200000000000,5200000000000,5200000000000,5000000000000,5200000000000,5100000000000,0.038461538461538464,0.019230769230769232,0,0,0,0,0,6,58,2,1,1799.908,1799.395,0.004,0.006,0.082,0.0,1800.001
Class06,23,300,300,60,0,0,0,0,0,0,0,0,4800000000000,4800000000000,4800000000000,4700000000000,4800000000000,4700000000000,0.020833333333333332,0.020833333333333332,0,0,0,0,0,0,49,1,1,1799.956,1799.628,0.003,0.002,0.039,0.0,1800.0
Class06,24,300,300,60,0,0,0,0,0,0,0,0,5000000000000,5000000000000,5000000000000,4800000000000,5000000000000,4900000000000,0.04,0.02,0,0,0,0,0,0,51,2,1,1799.953,1799.533,0.003,0.003,0.041,0.0,1800.0
Class06,25,300,300,60,0,0,0,0,0,0,0,0,5200000000000,5200000000000,5200000000000,5100000000000,5200000000000,5100000000000,0.019230769230769232,0.019230769230769232,0,0,0,0,0,0,53,1,1,1799.911,1799.438,0.004,0.003,0.083,0.0,1800.001
Class06,26,300,300,60,0,0,0,0,0,0,0,0,5100000000000,5100000000000,5100000000000,5000000000000,5100000000000,5000000000000,0.0196078431372549,0.0196078431372549,0,0,0,0,0,0,52,1,1,1799.913,1799.497,0.002,0.006,0.079,0.0,1800.0
Class06,27,300,300,60,0,0,0,0,0,0,0,0,5500000000000,5500000000000,5500000000000,5400000000000,5500000000000,5400000000000,0.01818181818181818,0.01818181818181818,0,0,0,0,0,0,56,1,1,1799.969,1799.403,0.002,0.002,0.027,0.0,1800.0
Class06,28,300,300,60,0,0,468,0,0,468,0,0,4113378282608,0,4113378282608,1530648012332,2391558102420,1530648012332,0.6278854247848255,0.3599787474186186,0,0,0,0,0,30766355114,30766355160,0,0,0.0,0.0,0.002,1.362,9.677,0.0,1800.0
Class06,29,300,300,60,0,0,0,0,0,0,0,0,5200000000000,5200000000000,5200000000000,5100000000000,5200000000000,5200000000000,0.019230769230769232,0.0,0,1,0,0,0,0,52,1,0,0.008,0.0,0.002,0.004,0.04,0.0,0.054
Class06,30,300,300,60,0,0,0,0,0,0,0,0,4400000000000,4400000000000,4400000000000,4300000000000,4400000000000,4300000000000,0.022727272727272728,0.022727272727272728,0,0,0,0,0,0,45,1,1,1799.905,1799.636,0.002,0.006,0.087,0.0,1800.0
Class06,31,300,300,80,0,0,0,0,0,0,0,0,6000000000000,6000000000000,6000000000000,5900000000000,6000000000000,5900000000000,0.016666666666666666,0.016666666666666666,0,0,0,0,0,0,61,1,1,1799.497,1798.675,0.004,0.031,0.468,0.0,1800.0
Class06,32,300,300,80,0,0,0,0,0,0,0,0,6200000000000,6200000000000,6200000000000,6100000000000,6200000000000,6100000000000,0.016129032258064516,0.016129032258064516,0,0,0,0,0,0,63,1,1,1799.691,1798.946,0.005,0.019,0.285,0.0,1800.0
Class06,33,300,300,80,0,0,0,0,0,0,0,0,6200000000000,6200000000000,6200000000000,6000000000000,6200000000000,6100000000000,0.03225806451612903,0.016129032258064516,0,0,0,0,0,0,63,2,1,1799.776,1798.886,0.003,0.011,0.21,0.0,1800.0
Class06,34,300,300,80,0,0,0,0,0,0,0,0,5900000000000,5900000000000,5900000000000,5800000000000,5900000000000,5900000000000,0.01694915254237288,0.0,0,1,0,0,0,0,59,1,0,0.005,0.0,0.002,0.013,0.18,0.0,0.2
Class06,35,300,300,80,0,0,0,0,0,0,0,0,5900000000000,5900000000000,5900000000000,5700000000000,5900000000000,5800000000000,0.03389830508474576,0.01694915254237288,0,0,0,0,0,0,60,2,1,1799.588,1798.842,0.003,0.019,0.39,0.0,1800.0
Class06,36,300,300,80,0,0,149,0,0,149,0,0,411456437108,0,411456437108,271307346971,294665528658,271307346971,0.3406170799564216,0.0792701534970193,0,0,0,0,0,1957055,1957090,1,1,1789.644,1789.606,0.004,1.014,9.189,0.0,1800.0
Class06,37,300,300,80,0,0,104,0,0,104,0,0,412318918851,0,412318918851,350781334836,361037598836,350781334836,0.14924753922639647,0.028407744880496143,0,0,0,0,0,2699324,2699355,1,1,1791.065,1791.042,0.0,0.675,8.095,0.0,1800.0
Class06,38,300,300,80,0,0,123,0,0,123,0,0,541553109553,0,541553109553,318887922441,355998786958,318887922441,0.4111603888597163,0.1042443566566935,0,0,0,0,0,1601225,1601258,1,1,1790.887,1790.871,0.003,1.132,7.879,0.0,1800.004
Class06,39,300,300,80,0,0,149,0,0,149,0,0,578930252559,0,578930252559,336807136284,377160988994,336807136284,0.4182250196889214,0.1069937079591282,0,0,0,0,0,213935355,213935407,1,1,1778.089,1778.017,0.003,0.874,8.364,0.0,1800.0
Class06,40,300,300,80,0,0,0,0,0,0,0,0,6100000000000,6100000000000,6100000000000,6000000000000,6100000000000,6000000000000,0.01639344262295082,0.01639344262295082,0,0,0,0,0,0,62,1,1,1799.846,1799.009,0.003,0.01,0.141,0.0,1800.0
Class06,41,300,300,100,0,0,0,0,0,0,0,0,7200000000000,7200000000000,7200000000000,7000000000000,7200000000000,7100000000000,0.027777777777777776,0.013888888888888888,0,0,0,0,0,0,73,2,1,1796.458,1793.303,0.007,0.321,3.212,0.0,1800.001
Class06,42,300,300,100,0,0,0,0,0,0,0,0,119962466893,0,119962466893,115015587224,119962466893,115015587224,0.041236895148316244,0.041236895148316244,0,0,0,0,0,0,60,1,1,1780.291,1779.912,0.007,0.415,19.287,0.0,1800.0
Class06,43,300,300,100,0,0,0,0,0,0,0,0,7500000000000,7500000000000,7500000000000,7300000000000,7500000000000,7400000000000,0.02666666666666667,0.013333333333333334,0,0,0,0,0,4,79,2,1,1796.769,1793.384,0.007,0.167,3.057,0.0,1800.0
Class06,44,300,300,100,0,0,351,0,0,351,0,0,1193310690891,0,1193310690891,637395089154,730047689441,637395089154,0.4658599021868469,0.12691307927834744,0,0,0,0,0,723046908,723046956,1,1,1656.03,1655.973,0.008,1.778,16.982,0.0,1800.0
Class06,45,300,300,100,0,0,0,0,0,0,0,0,171023426849,171023426849,171023426849,167118006951,171023426849,167118006951,0.022835584398903274,0.022835584398903274,0,0,0,0,0,0,32,1,1,1786.085,1786.055,0.006,0.031,13.878,0.0,1800.0
Class06,46,300,300,100,0,0,108,0,0,108,0,0,968328901986,0,968328901986,584534266561,648500039131,584534266561,0.3963473925417842,0.09863649762568268,0,0,0,0,0,157539,157580,1,1,1784.896,1784.874,0.012,1.31,13.771,0.0,1800.0
Class06,47,300,300,100,0,0,141,0,0,141,0,0,557565500788,0,557565500788,360049386035,392968738493,361827469569,0.35424737447681587,0.07924617373744279,0,0,0,0,0,23480152,23480190,2,1,1779.262,1779.224,0.006,1.911,16.24,0.0,1800.004
Class06,48,300,300,100,0,0,0,0,0,0,0,0,124894990240,0,124894990240,119875798666,124894990240,119875798666,0.04018729305599088,0.04018729305599088,0,0,0,0,0,0,47,1,1,1783.103,1782.705,0.006,0.585,16.306,0.0,1800.0
Class06,49,300,300,100,0,0,194,0,0,194,0,0,1844580778353,0,1844580778353,983597786017,983597786017,983597786017,0.46676350661355126,0.0,0,1,0,0,0,13225723,13225723,0,0,0.0,0.0,0.007,1.817,17.181,0.0,20.797
Class06,50,300,300,100,0,0,192,0,0,192,0,0,1927436023829,0,1927436023829,949565546974,1112543959779,949565546974,0.507342637973729,0.14649166118107787,0,0,0,0,0,1827468,1827529,1,1,1780.745,1780.665,0.007,2.124,16.918,0.0,1800.0
Class07,1,100,100,20,0,0,0,0,0,0,0,0,1000000000000,1000000000000,1000000000000,800000000000,900000000000,900000000000,0.2,0.0,0,1,0,0,0,76,85,10,4,0.011,0.007,0.001,0.001,0.001,0.0,0.014
Class07,2,100,100,20,0,0,0,0,0,0,0,0,1200000000000,1100000000000,1100000000000,1000000000000,1000000000000,1000000000000,0.09090909090909091,0.0,0,1,0,0,0,106,108,2,0,0.0,0.0,0.0,0.0,0.001,0.0,0.001
Class07,3,100,100,20,0,0,0,0,0,0,0,0,1000000000000,900000000000,900000000000,800000000000,800000000000,800000000000,0.1111111111111111,0.0,0,1,0,0,0,323,353,30,6,0.018,0.013,0.001,0.0,0.001,0.0,0.02
Class07,4,100,100,20,0,0,0,0,0,0,0,0,800000000000,800000000000,800000000000,700000000000,700000000000,700000000000,0.125,0.0,0,1,0,0,0,269,279,10,0,0.0,0.0,0.001,0.002,0.0,0.0,0.003
Class07,5,100,100,20,0,0,0,0,0,0,0,0,1000000000000,1000000000000,1000000000000,900000000000,900000000000,900000000000,0.1,0.0,0,1,0,0,0,80,84,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Class07,6,100,100,20,0,0,0,0,0,0,0,0,165517241377,120689655170,120689655170,103448275860,103448275861,103448275861,0.14285714285714285,0.0,0,1,0,0,0,3344,3471,260,0,0.006,0.0,0.0,0.0,0.001,0.0,0.012
Class07,7,100,100,20,0,0,0,0,0,0,0,0,1000000000000,1000000000000,1000000000000,900000000000,900000000000,900000000000,0.1,0.0,0,1,0,0,0,379,422,43,4,0.204,0.195,0.0,0.0,0.001,0.0,0.205
Class07,8,100,100,20,0,0,0,0,0,0,0,0,191666666665,145833333332,145833333332,104166666666,104166666666,104166666666,0.28571428571232654,0.0,0,1,0,0,0,2417,2584,317,0,0.0,0.0,0.002,0.0,0.0,0.0,0.006
Class07,9,100,100,20,0,0,0,0,0,0,0,0,900000000000,800000000000,800000000000,700000000000,700000000000,700000000000,0.125,0.0,0,1,0,0,0,62,69,7,0,0.0,0.0,0.0,0.001,0.0,0.0,0.001
Class07,10,100,100,20,0,0,0,0,0,0,0,0,1200000000000,1200000000000,1200000000000,1000000000000,1200000000000,1200000000000,0.16666666666666666,0.0,0,1,0,0,0,0,12,2,0,0.002,0.0,0.001,0.0,0.0,0.0,0.003
Class07,11,100,100,40,0,0,0,0,0,0,0,0,1500000000000,1500000000000,1500000000000,1400000000000,1400000000000,1400000000000,0.06666666666666667,0.0,0,1,0,0,0,778,796,18,0,0.021,0.0,0.002,0.0,0.003,0.0,0.027
Class07,12,100,100,40,0,0,0,0,0,0,0,0,171005917157,139053254435,139053254435,104437869821,110059171595,110059171595,0.24893617020794612,0.0,0,1,0,0,0,815196,890812,99551,0,1.103,0.0,0.001,0.0,0.007,0.0,1.185
Class07,13,100,100,40,0,0,0,0,0,0,0,0,168999999996,145999999994,145999999994,99999999999,100000000000,100000000000,0.3150684931293864,0.0,0,1,0,0,0,1183784,1275579,185521,0,2.349,0.0,0.001,0.0,0.02,0.0,2.661
Class07,14,100,100,40,0,0,11,0,0,11,0,0,274111675125,194416243651,194416243651,135025380708,135025380708,135025380708,0.30548302872065347,0.0,0,1,0,0,0,164973,174554,10145,0,0.077,0.0,0.0,0.0,0.019,0.0,0.104
Class07,15,100,100,40,0,0,0,0,0,0,0,0,1700000000000,1700000000000,1700000000000,1500000000000,1600000000000,1600000000000,0.11764705882352941,0.0,0,1,0,0,0,400,408,9,4,4.548,4.494,0.001,0.001,0.001,0.0,4.551
Class07,16,100,100,40,0,0,0,0,0,0,0,0,1300000000000,1300000000000,1300000000000,1100000000000,1100000000000,1100000000000,0.15384615384615385,0.0,0,1,0,0,0,1284,1353,69,7,0.062,0.043,0.001,0.0,0.001,0.0,0.064
Class07,17,100,100,40,0,0,0,0,0,0,0,0,172861356930,158997050144,158997050144,101032448375,101769911503,101769911503,0.36456400742342565,0.0,0,1,0,0,0,101926,126227,26856,0,0.198,0.0,0.001,0.002,0.002,0.0,0.231
Class07,18,100,100,40,0,0,0,0,0,0,0,0,150000000000,150000000000,150000000000,149999999999,149999999999,149999999999,6.666666666666666E-12,0.0,0,1,0,0,0,32,36,4,0,0.0,0.0,0.001,0.0,0.0,0.0,0.001
Class07,19,100,100,40,0,0,25,0,0,25,0,0,200112715223,183729117488,183729117488,167423468916,168044500556,168044500556,0.08874830944020062,0.0,0,1,0,0,0,498380,503727,7122,95,0.587,0.236,0.0,0.007,0.201,0.0,0.812
Class07,20,100,100,40,0,0,0,0,0,0,0,0,1400000000000,1400000000000,1400000000000,1300000000000,1300000000000,1300000000000,0.07142857142857142,0.0,0,1,0,0,0,126,127,1,0,0.0,0.0,0.003,0.0,0.0,0.0,0.003
Class07,21,100,100,60,0,0,0,0,0,0,0,0,188915707387,156442629034,156442629034,122632751575,130282213144,130282213144,0.21611678138988594,0.0,0,1,0,0,0,233973,241546,11831,0,0.099,0.0,0.001,0.0,0.013,0.0,0.132
Class07,22,100,100,60,0,0,0,0,0,0,0,0,1900000000000,1900000000000,1900000000000,1800000000000,1800000000000,1800000000000,0.05263157894736842,0.0,0,1,0,0,0,612,635,23,0,0.002,0.0,0.001,0.002,0.001,0.0,0.006
Class07,23,100,100,60,0,0,0,0,0,0,0,0,169841269838,165079365074,165079365074,126455026453,126455026453,126455026453,0.2339743589617388,0.0,0,1,0,0,0,613284,680751,79802,0,0.734,0.0,0.0,0.0,0.025,0.0,0.852
Class07,24,100,100,60,0,0,0,0,0,0,0,0,1800000000000,1800000000000,1800000000000,1600000000000,1800000000000,1600000000000,0.1111111111111111,0.1111111111111111,0,0,0,0,0,24,60,17,15,1799.994,1799.761,0.002,0.001,0.003,0.0,1800.0
Class07,25,100,100,60,0,0,0,0,0,0,0,0,183682429689,161347703011,161347703011,100934418244,100934418244,100934418244,0.3744291591364104,0.0,0,1,0,0,0,44779451,52914308,9875837,13,168.245,0.019,0.001,0.0,1.658,0.0,175.72
Class07,26,100,100,60,0,0,0,0,0,0,0,0,206339401819,198342002598,198342002598,160338101429,162321196355,162321196355,0.19160793312159094,0.0,0,1,0,0,0,964201,1116615,176804,14,1.839,0.017,0.001,0.001,0.01,0.0,1.983
Class07,27,100,100,60,0,0,25,0,0,25,0,0,239932885904,225503355701,225503355701,180872483217,180872483217,180872483217,0.19791666667336463,0.0,0,1,0,0,0,2859234,3271597,482924,0,5.394,0.0,0.002,0.0,0.076,0.0,5.754
Class07,28,100,100,60,0,0,0,0,0,0,0,0,149259259258,146560846557,146560846557,127407407403,127407407403,127407407403,0.13068592058487397,0.0,0,1,0,0,0,580683,610003,34454,26,0.387,0.025,0.0,0.001,0.035,0.0,0.48
Class07,29,100,100,60,0,0,12,0,0,12,0,0,145381663004,139440129853,139440129853,106011477174,106132112961,106132112961,0.23973480743485406,0.0,0,1,0,0,0,104353966,117853121,16715145,238,294.319,0.342,0.001,0.001,4.219,0.0,310.974
Class07,30,100,100,60,0,0,4,0,0,4,0,0,177259475217,159475218657,159475218657,100583090377,100583090378,100583090378,0.36928702011480197,0.0,0,1,0,0,0,312109,389078,89228,49,0.785,0.039,0.003,0.0,0.012,0.0,0.838
Class07,31,100,100,80,0,0,0,0,0,0,0,0,145909909906,144198198194,144198198194,101963963961,101963963961,101963963961,0.29289016618764757,0.0,0,1,0,0,0,304174785,331691624,42163384,0,688.254,0.0,0.001,0.001,1.927,0.0,725.811
Class07,32,100,100,80,0,0,0,0,0,0,0,0,1800000000000,1800000000000,1800000000000,1600000000000,1600000000000,1600000000000,0.1111111111111111,0.0,0,1,0,0,0,4314,4512,198,97,5.251,3.861,0.001,0.0,0.002,0.0,5.256
Class07,33,100,100,80,0,0,0,0,0,0,0,0,158374795202,153358662764,153358662764,122308998982,122308998982,122308998982,0.2024643617933836,0.0,0,1,0,0,0,38664980,40884557,2942722,7,39.488,0.008,0.002,0.002,1.468,0.0,44.887
Class07,34,100,100,80,0,2,2,0,2,2,0,0,198999999997,150999999998,150999999998,100000000000,100000000000,100000000000,0.3377483443620894,0.0,0,1,0,0,0,33929527,36179389,3539109,79,55.189,0.089,0.002,0.002,0.444,0.0,59.72
Class07,35,100,100,80,0,0,0,0,0,0,0,0,181130051253,160438669682,160438669682,105211586599,105211586599,105211586599,0.34422551117173755,0.0,0,1,0,0,0,7665857,8955366,1428631,0,20.658,0.0,0.003,0.002,0.933,0.0,22.908
Class07,36,100,100,80,0,0,0,0,0,0,0,0,146999999997,146999999994,146999999994,100000000000,100000000000,100000000000,0.3197278911286964,0.0,0,1,0,0,0,24661772,26153872,3035429,0,40.743,0.0,0.001,0.0,0.377,0.0,44.585
